GeneIdentifier	Chromosome	Start	Stop	Strand
AT5G52700	Chr5	21372820	21372880	+
AT5G52770	Chr5	21389766	21389847	+
AT5G52850	Chr5	21417616	21414935	-
AT5G52965	Chr5	21478841	21479203	+
AT5G53010	Chr5	21496537	21496277	-
AT5G53040	Chr5	21507948	21507794	-
AT5G53100	Chr5	21526250	21526434	+
AT5G53260	Chr5	21605674	21605588	-
AT5G53410	Chr5	21667939	21668046	+
AT5G53510	Chr5	21738849	21739340	+
AT5G53600	Chr5	21777107	21777523	+
AT5G53635	Chr5	21787444	21786569	-
AT5G53640	Chr5	21790690	21790064	-
AT5G53670	Chr5	21796997	21797731	+
AT5G53720	Chr5	21806622	21806783	+
AT5G53740	Chr5	21811633	21811663	+
AT5G53742	Chr5	21813671	21814018	+
AT5G53780	Chr5	21841977	21841922	-
AT5G53790	Chr5	21843501	21843536	+
AT5G53840	Chr5	21860672	21859779	-
AT5G53905	Chr5	21889254	21888948	-
AT5G53910	Chr5	21890643	21891335	+
AT5G54035	Chr5	21926239	21926496	+
AT5G54040	Chr5	21930637	21928847	-
AT5G54043	Chr5	21929588	21929845	+
AT5G54067	Chr5	21942146	21941602	-
AT5G54150	Chr5	21978237	21977974	-
AT5G54210	Chr5	22008612	22009532	+
AT5G54320	Chr5	22062805	22063914	+
AT5G54330	Chr5	22064993	22066063	+
AT5G54340	Chr5	22066831	22067565	+
AT5G54350	Chr5	22070135	22071347	+
AT5G54360	Chr5	22071862	22072674	+
AT5G54410	Chr5	22094906	22094247	-
AT5G54420	Chr5	22095804	22096079	+
AT5G54450	Chr5	22109379	22108273	-
AT5G54460	Chr5	22110949	22110748	-
AT5G54480	Chr5	22118004	22120166	+
AT5G54570	Chr5	22170235	22170089	-
AT5G54620	Chr5	22189746	22189434	-
AT5G54700	Chr5	22225509	22225321	-
AT5G54745	Chr5	22241233	22241124	-
AT5G54820	Chr5	22269859	22270794	+
AT5G55080	Chr5	22353058	22353056	-
AT5G55131	Chr5	22376583	22376661	+
AT5G55150	Chr5	22383392	22383090	-
AT5G55508	Chr5	22485872	22486015	+
AT5G55670	Chr5	22546801	22545583	-
AT5G55750	Chr5	22566021	22565955	-
AT5G55770	Chr5	22571645	22573732	+
AT5G55790	Chr5	22581335	22580670	-
AT5G55800	Chr5	22581694	22583430	+
AT5G55820	Chr5	22586287	22586364	+
AT5G55830	Chr5	22594655	22596843	+
AT5G55855	Chr5	22605805	22605870	+
AT5G55856	Chr5	22607927	22607992	+
AT5G55870	Chr5	22613311	22612637	-
AT5G55880	Chr5	22620204	22619104	-
AT5G55890	Chr5	22623837	22622737	-
AT5G56070	Chr5	22708679	22708818	+
AT5G56075	Chr5	22709756	22710080	+
AT5G56110	Chr5	22719191	22719323	+
AT5G56325	Chr5	22812213	22812587	+
AT5G56368	Chr5	22833964	22834012	+
AT5G56390	Chr5	22844273	22843413	-
AT5G56400	Chr5	22847615	22846680	-
AT5G56410	Chr5	22850331	22849429	-
AT5G56440	Chr5	22857117	22856269	-
AT5G56452	Chr5	22861336	22861070	-
AT5G56470	Chr5	22869060	22869102	+
AT5G56480	Chr5	22870817	22870511	-
AT5G56555	Chr5	22898714	22898800	+
AT5G56560	Chr5	22899724	22900290	+
AT5G56570	Chr5	22902736	22903650	+
AT5G56600	Chr5	22910710	22910588	-
AT5G56690	Chr5	22939723	22940586	+
AT5G56770	Chr5	22963989	22963868	-
AT5G56800	Chr5	22972989	22973615	+
AT5G56820	Chr5	22976334	22977179	+
AT5G56985	Chr5	23056476	23056904	+
AT5G57250	Chr5	23198524	23195448	-
AT5G57535	Chr5	23302549	23302415	-
AT5G57569	Chr5	23312029	23312093	+
AT5G57750	Chr5	23399668	23400300	+
AT5G57820	Chr5	23428601	23428859	+
AT5G58450	Chr5	23626826	23626877	+
AT5G58460	Chr5	23635037	23634741	-
AT5G58820	Chr5	23751956	23752039	+
AT5G58850	Chr5	23763945	23764285	+
AT5G58890	Chr5	23780832	23781716	+
AT5G59110	Chr5	23864048	23863530	-
AT5G59190	Chr5	23885855	23885931	+
AT5G59280	Chr5	23915139	23914069	-
AT5G59300	Chr5	23921193	23921151	-
AT5G59616	Chr5	24017511	24017823	+
AT5G59650	Chr5	24031346	24031427	+
AT5G59860	Chr5	24113462	24113620	+
AT5G59895	Chr5	24123590	24123408	-
AT5G60000	Chr5	24159780	24159294	-
AT5G60080	Chr5	24194909	24194750	-
AT5G60110	Chr5	24201954	24202937	+
AT5G60215	Chr5	24247622	24247646	+
AT5G60240	Chr5	24251382	24251436	+
AT5G60260	Chr5	24256285	24256248	-
AT5G60265	Chr5	24256375	24256452	+
AT5G60290	Chr5	24262864	24262911	+
AT5G60310	Chr5	24268011	24269679	+
AT5G60320	Chr5	24270808	24272835	+
AT5G60380	Chr5	24285920	24286027	+
AT5G60560	Chr5	24345949	24346994	+
AT5G60805	Chr5	24465487	24465439	-
AT5G60830	Chr5	24472639	24473173	+
AT5G61050	Chr5	24566615	24566412	-
AT5G61180	Chr5	24612867	24613317	+
AT5G61320	Chr5	24656638	24655677	-
AT5G61400	Chr5	24681550	24683514	+
AT5G61470	Chr5	24722870	24723983	+
AT5G61495	Chr5	24733485	24733391	-
AT5G61750	Chr5	24813436	24812804	-
AT5G61940	Chr5	24867945	24870125	+
AT5G61997	Chr5	24908384	24908265	-
AT5G62060	Chr5	24927688	24928075	+
AT5G62065	Chr5	24929207	24929559	+
AT5G62120	Chr5	24948225	24948075	-
AT5G62160	Chr5	24960107	24960718	+
AT5G62510	Chr5	25096635	25095373	-
AT5G62573	Chr5	25114210	25114070	-
AT5G62623	Chr5	25140727	25140784	+
AT5G62660	Chr5	25157465	25156326	-
AT5G62780	Chr5	25213386	25213554	+
AT5G62860	Chr5	25232632	25232787	+
AT5G62970	Chr5	25272033	25272950	+
AT5G62998	Chr5	25279995	25279882	-
AT5G63063	Chr5	25297420	25297621	+
AT5G63170	Chr5	25340096	25339859	-
AT5G63340	Chr5	25378894	25379052	+
AT5G63375	Chr5	25384040	25384169	+
AT5G63595	Chr5	25460436	25460042	-
AT5G63730	Chr5	25509706	25508868	-
AT5G63740	Chr5	25511456	25510776	-
AT5G63820	Chr5	25541576	25541647	+
AT5G63980	Chr5	25610002	25610067	+
AT5G64395	Chr5	25748297	25748202	-
AT5G64401	Chr5	25750602	25750441	-
AT5G64450	Chr5	25771949	25772027	+
AT5G64590	Chr5	25823201	25823186	-
AT5G64820	Chr5	25914523	25914285	-
AT5G65005	Chr5	25967824	25968638	+
AT5G65274	Chr5	26085300	26085397	+
AT5G65330	Chr5	26110326	26111403	+
AT5G65350	Chr5	26119825	26119211	-
AT5G65370	Chr5	26121708	26122156	+
AT5G65570	Chr5	26203968	26206667	+
AT5G65580	Chr5	26207654	26207962	+
AT5G65609	Chr5	26219345	26218931	-
AT5G65610	Chr5	26219442	26219474	+
AT5G65613	Chr5	26220985	26220644	-
AT5G65710	Chr5	26292372	26294973	+
