GeneIdentifier	Start	Strand
AT3G47180	17373547	-
AT3G47190	17376054	-
AT3G47200	17379395	-
AT3G47210	17385161	+
AT3G47220	17387883	+
AT3G47230	17393699	-
AT3G47240	17394988	-
AT3G47250	17401871	-
AT3G47260	17403129	+
AT3G47270	17409792	+
AT3G47280	17417056	-
AT3G47290	17420397	+
AT3G47295	17427950	+
AT3G47300	17429623	-
AT3G47310	17430152	+
AT3G47320	17433459	+
AT3G47330	17436912	-
AT3G47340	17441431	-
AT3G47341	17441421	+
AT3G47342	17445382	+
AT3G47347	17445810	+
AT3G47348	17445963	+
AT3G47350	17446818	+
AT3G47360	17450852	+
AT3G47370	17454730	-
AT3G47380	17457614	+
AT3G47390	17459339	+
AT3G47400	17465510	+
AT3G47410	17469517	-
AT3G47420	17475274	-
AT3G47430	17480521	+
AT3G47440	17481996	+
AT3G47450	17486347	-
AT3G47460	17486490	+
AT3G47470	17495033	-
AT3G47480	17497164	-
AT3G47490	17498148	+
AT3G47500	17506124	-
AT3G47510	17510981	+
AT3G47520	17512816	+
AT3G47530	17519305	-
AT3G47540	17520958	+
AT3G47550	17523367	+
AT3G47560	17527162	-
AT3G47570	17527507	+
AT3G47580	17532612	+
AT3G47590	17537580	-
AT3G47600	17541307	-
AT3G47610	17549111	+
AT3G47620	17558793	+
AT3G47630	17565685	-
AT3G47640	17567126	+
AT3G47650	17569424	+
AT3G47660	17570696	+
AT3G47670	17575880	-
AT3G47675	17576867	-
AT3G47680	17579577	-
AT3G47690	17581096	+
AT3G47700	17586707	-
AT3G47710	17590544	+
AT3G47720	17592558	+
AT3G47730	17599083	-
AT3G47740	17600521	+
AT3G47750	17606359	+
AT3G47760	17611787	+
AT3G47770	17617972	+
AT3G47780	17624340	+
AT3G47790	17629530	+
AT3G47800	17634804	+
AT3G47810	17639716	-
AT3G47820	17644198	+
AT3G47830	17647004	+
AT3G47833	17648495	+
AT3G47836	17651849	-
AT3G47840	17651841	+
AT3G47850	17656013	-
AT3G47860	17658353	-
AT3G47870	17661354	-
AT3G47875	17666891	-
AT3G47890	17673928	-
AT3G47910	17681730	-
AT3G47920	17682952	+
AT3G47930	17684322	+
AT3G47940	17689743	-
AT3G47950	17692666	+
AT3G47960	17700923	-
AT3G47965	17708918	-
AT3G47980	17710160	+
AT3G47990	17716349	-
AT3G48000	17720169	-
AT3G48010	17724140	-
AT3G48020	17724400	+
AT3G48030	17728256	-
AT3G48040	17731337	+
AT3G48050	17739870	-
AT3G48060	17748736	-
AT3G48070	17750710	+
AT3G48080	17755190	-
AT3G48090	17757757	-
AT3G48100	17760950	-
AT3G48110	17762970	+
AT3G48115	17772926	-
AT3G48120	17772057	+
AT3G48131	17775587	-
AT3G48140	17778282	+
AT3G48150	17782682	-
AT3G48160	17783331	+
AT3G48170	17790026	-
AT3G48180	17790919	-
AT3G48185	17793768	-
AT3G48187	17797628	+
AT3G48190	17801289	+
AT3G48195	17832759	-
AT3G48200	17837998	-
AT3G48205	17840610	+
AT3G48208	17846046	+
AT3G48209	17847681	+
AT3G48210	17849351	+
AT3G48220	17853557	-
AT3G48230	17855112	+
AT3G48231	17858874	-
AT3G48235	17863754	+
AT3G48240	17867131	+
AT3G48250	17872032	-
AT3G48260	17875530	-
AT3G48270	17876571	+
AT3G48275	17894411	+
AT3G48280	17879542	+
AT3G48290	17882465	+
AT3G48298	17885667	-
AT3G48300	17885465	+
AT3G48310	17887996	+
AT3G48320	17891134	+
AT3G48330	17894153	-
AT3G48340	17897506	+
AT3G48343	17899785	+
AT3G48344	17902872	-
AT3G48346	17902972	+
AT3G48350	17905725	+
AT3G48360	17910738	-
AT3G48370	17914992	-
AT3G48380	17916416	+
AT3G48390	17920795	+
AT3G48400	17923678	+
AT3G48410	17928280	-
AT3G48420	17929581	+
AT3G48425	17931705	+
AT3G48430	17935256	+
AT3G48440	17941046	+
AT3G48450	17945138	-
AT3G48460	17949416	+
AT3G48470	17951626	+
AT3G48475	17956096	-
AT3G48480	17959124	-
AT3G48490	17961266	+
AT3G48500	17962080	+
AT3G48510	17968590	-
AT3G48515	17974676	-
AT3G48520	17976774	-
AT3G48523	17983387	-
AT3G48526	17984171	+
AT3G48530	17987378	+
AT3G48540	17992039	-
AT3G48550	17993819	+
AT3G48560	18003749	-
AT3G48570	18005272	-
AT3G48580	18007098	+
AT3G48590	18010018	-
AT3G48600	18011440	-
AT3G48610	18014204	-
AT3G48620	18015983	+
AT3G48630	18018808	-
AT3G48640	18022615	-
AT3G48660	18029659	+
AT3G48670	18030669	+
AT3G48675	18034192	+
AT3G48680	18034935	+
AT3G48690	18038234	-
AT3G48700	18039879	-
AT3G48710	18040675	+
AT3G48720	18046144	+
AT3G48730	18049571	+
AT3G48740	18054832	-
AT3G48745	18069078	+
AT3G48750	18071454	+
AT3G48760	18075705	+
AT3G48770	18087414	-
AT3G48780	18089020	+
AT3G48790	18093267	+
AT3G48800	18096891	-
AT3G48810	18097010	+
AT3G48820	18102941	-
AT3G48830	18103141	+
AT3G48835	18107490	+
AT3G48840	18114070	-
AT3G48850	18116569	-
AT3G48860	18117237	+
AT3G48870	18126742	-
AT3G48880	18126788	+
AT3G48890	18129452	+
AT3G48900	18131808	+
AT3G48920	18139172	+
AT3G48930	18142281	-
AT3G48940	18144311	-
AT3G48950	18147671	+
AT3G48960	18151412	-
AT3G48970	18153643	-
AT3G48980	18155087	+
AT3G48990	18161486	-
AT3G49000	18162560	+
AT3G49010	18168700	-
AT3G49020	18169079	+
AT3G49030	18173087	+
AT3G49040	18177482	+
AT3G49045	18178861	+
AT3G49050	18180907	+
AT3G49055	18186968	-
AT3G49060	18192145	-
AT3G49070	18193867	-
AT3G49080	18196784	-
AT3G49100	18196308	+
AT3G49110	18200587	+
AT3G49115	18205775	+
AT3G49120	18207651	+
AT3G49130	18210453	+
AT3G49140	18215743	-
AT3G49142	18217884	-
AT3G49150	18218858	+
AT3G49155	18220778	+
AT3G49160	18224905	-
AT3G49170	18229610	-
AT3G49180	18229747	+
AT3G49190	18234391	-
AT3G49200	18237646	-
AT3G49210	18241524	-
AT3G49220	18249663	+
AT3G49230	18254232	+
AT3G49240	18255961	+
AT3G49250	18260998	-
AT3G49260	18262290	+
AT3G49270	18268271	-
AT3G49280	18270025	+
AT3G49290	18272283	+
AT3G49300	18277605	-
AT3G49305	18280408	-
AT3G49307	18283194	-
AT3G49310	18288118	-
AT3G49320	18290672	-
AT3G49330	18291339	+
AT3G49340	18294621	-
AT3G49350	18300189	-
AT3G49360	18304466	-
AT3G49370	18308091	-
AT3G49380	18313621	-
AT3G49390	18318041	-
AT3G49400	18324624	-
AT3G49410	18324705	+
AT3G49420	18329330	+
AT3G49430	18331509	+
AT3G49440	18336317	-
AT3G49450	18338542	-
AT3G49460	18340616	-
AT3G49470	18340934	+
AT3G49480	18344137	-
AT3G49490	18348730	-
AT3G49500	18353673	-
AT3G49510	18353891	+
AT3G49520	18359584	+
AT3G49530	18364959	-
AT3G49540	18365678	+
AT3G49550	18367897	+
AT3G49551	18368988	-
AT3G49560	18370521	+
AT3G49570	18373147	-
AT3G49580	18375784	-
AT3G49590	18377409	+
AT3G49600	18387239	-
AT3G49601	18389571	-
AT3G49610	18391417	-
AT3G49620	18393747	+
AT3G49630	18397725	+
AT3G49640	18402962	-
AT3G49645	18404987	-
AT3G49650	18409784	-
AT3G49660	18413564	+
AT3G49668	18418485	-
AT3G49670	18417568	+
AT3G49680	18422542	+
AT3G49690	18427735	+
AT3G49700	18436141	-
AT3G49710	18437845	+
AT3G49720	18442211	-
AT3G49725	18445457	-
AT3G49730	18450181	-
AT3G49740	18447725	+
AT3G49744	18450405	-
AT3G49750	18451494	-
AT3G49760	18456125	-
AT3G49765	18460141	+
AT3G49770	18461876	-
AT3G49780	18465318	+
AT3G49790	18469962	-
AT3G49796	18471057	+
AT3G49800	18473771	-
AT3G49810	18477032	-
AT3G49820	18481027	+
AT3G49830	18482249	+
AT3G49840	18484513	+
AT3G49845	18487130	+
AT3G49850	18488993	+
AT3G49860	18492241	-
AT3G49870	18494285	-
AT3G49880	18496182	+
AT3G49890	18499164	+
AT3G49900	18502778	-
AT3G49910	18504164	+
AT3G49920	18507835	-
AT3G49925	18507812	+
AT3G49930	18510056	+
AT3G49940	18514266	+
AT3G49950	18522466	+
AT3G49960	18525792	-
AT3G49970	18529525	-
AT3G49980	18531477	-
AT3G49990	18534415	-
AT3G50000	18534450	+
AT3G50010	18539648	-
AT3G50020	18542690	-
AT3G50030	18548240	-
AT3G50040	18551375	-
AT3G50050	18557460	-
AT3G50060	18559326	-
AT3G50070	18566834	-
AT3G50080	18572624	+
AT3G50090	18575432	+
AT3G50100	18578306	+
AT3G50110	18584813	-
AT3G50120	18587352	-
AT3G50123	18587974	+
AT3G50130	18591273	-
AT3G50140	18594715	-
AT3G50150	18597646	-
AT3G50160	18601009	-
AT3G50170	18603840	-
AT3G50180	18607162	-
AT3G50190	18611263	-
AT3G50200	18613435	-
AT3G50210	18616489	-
AT3G50220	18618816	-
AT3G50230	18620450	+
AT3G50240	18628914	-
AT3G50250	18630478	-
AT3G50260	18634546	+
AT3G50270	18635758	+
AT3G50280	18637735	+
AT3G50290	18639672	+
AT3G50300	18643860	+
AT3G50310	18649521	-
AT3G50320	18654717	-
AT3G50330	18658377	-
AT3G50340	18666691	-
AT3G50350	18672102	+
AT3G50360	18674137	+
AT3G50370	18684377	-
AT3G50373	18685121	-
AT3G50380	18700710	-
AT3G50390	18702060	+
AT3G50400	18704764	+
AT3G50410	18709613	+
AT3G50420	18713649	-
AT3G50430	18713676	+
AT3G50440	18718396	-
AT3G50450	18722234	+
AT3G50460	18727666	+
AT3G50470	18728935	+
AT3G50480	18733021	+
AT3G50490	18738630	+
AT3G50500	18744174	-
AT3G50505	18744879	-
AT3G50510	18746045	-
AT3G50520	18747954	+
AT3G50530	18753337	+
AT3G50540	18757749	+
AT3G50550	18759348	+
AT3G50560	18764056	-
AT3G50570	18767607	-
AT3G50580	18769519	-
AT3G50590	18770872	+
AT3G50610	18780412	-
AT3G50620	18786952	-
AT3G50625	18791543	+
AT3G50630	18800306	+
AT3G50640	18804731	-
AT3G50650	18808243	-
AT3G50660	18817405	-
AT3G50665	18826040	+
AT3G50670	18829684	-
AT3G50680	18833805	-
AT3G50685	18834834	-
AT3G50690	18837395	-
AT3G50700	18840411	+
AT3G50710	18846905	-
AT3G50720	18849430	-
AT3G50730	18853137	-
AT3G50740	18857040	-
AT3G50750	18863397	-
AT3G50755	18864775	+
AT3G50760	18867834	+
AT3G50770	18873911	+
AT3G50780	18877744	-
AT3G50790	18882172	-
AT3G50800	18883033	-
AT3G50808	18888047	-
AT3G50810	18890263	-
AT3G50820	18892508	-
AT3G50825	18893484	-
AT3G50830	18895587	-
AT3G50835	18896871	+
AT3G50840	18898680	-
AT3G50845	18901209	-
AT3G50850	18902152	-
AT3G50860	18901997	+
AT3G50870	18910947	+
AT3G50880	18913310	+
AT3G50890	18916014	+
AT3G50895	18917433	+
AT3G50900	18917782	+
AT3G50910	18919327	+
AT3G50920	18923772	-
AT3G50925	18926083	-
AT3G50930	18929526	+
AT3G50940	18933751	+
AT3G50950	18935674	+
AT3G50960	18940428	-
AT3G50970	18940643	+
AT3G50980	18941925	+
AT3G50990	18943135	+
AT3G51000	18946621	-
AT3G51010	18948197	-
AT3G51020	18949645	+
AT3G51030	18952109	-
AT3G51040	18953801	-
AT3G51050	18953842	+
AT3G51060	18964129	+
AT3G51070	18969068	+
AT3G51075	18972870	-
AT3G51080	18973126	+
AT3G51090	18980053	-
AT3G51100	18982407	-
AT3G51110	18983626	+
AT3G51120	18992074	-
AT3G51130	18994026	+
AT3G51135	18997715	-
AT3G51140	18997600	+
AT3G51150	19000677	+
AT3G51160	19008724	-
AT3G51171	19010805	+
AT3G51180	19013389	+
AT3G51190	19017547	-
AT3G51200	19019173	-
AT3G51210	19020886	+
AT3G51220	19022647	-
AT3G51230	19024352	-
AT3G51238	19026779	-
AT3G51240	19025192	+
AT3G51250	19028106	+
AT3G51260	19030926	+
AT3G51265	19033464	-
AT3G51270	19033542	+
AT3G51280	19037140	+
AT3G51290	19039512	+
AT3G51300	19042858	+
AT3G51310	19049454	-
AT3G51320	19051647	-
AT3G51325	19051829	+
AT3G51330	19056447	-
AT3G51340	19060087	-
AT3G51350	19063538	-
AT3G51360	19066734	-
AT3G51370	19069127	+
AT3G51380	19074815	-
AT3G51390	19075544	+
AT3G51400	19078955	-
AT3G51410	19082613	-
AT3G51420	19083980	+
AT3G51430	19086344	+
AT3G51440	19089026	+
AT3G51450	19090947	+
AT3G51460	19092518	+
AT3G51470	19099275	-
AT3G51480	19100676	+
AT3G51490	19107797	-
AT3G51500	19108080	+
AT3G51510	19108990	+
AT3G51520	19110596	+
AT3G51530	19114643	-
AT3G51540	19115184	+
AT3G51550	19120949	-
AT3G51560	19125913	-
AT3G51570	19126329	+
AT3G51580	19133435	-
AT3G51590	19136675	-
AT3G51600	19139423	-
AT3G51610	19142125	-
AT3G51620	19143334	+
AT3G51630	19148871	+
AT3G51640	19153734	+
AT3G51642	19158149	-
AT3G51644	19158495	-
AT3G51650	19158851	+
AT3G51660	19165322	-
AT3G51670	19168672	+
AT3G51680	19174739	-
AT3G51690	19178161	-
AT3G51700	19181189	-
AT3G51710	19182289	+
AT3G51720	19184926	+
AT3G51730	19186666	+
AT3G51740	19188844	+
AT3G51750	19197356	-
AT3G51760	19199516	-
AT3G51770	19204464	-
AT3G51780	19208648	-
AT3G51790	19210849	-
AT3G51800	19213776	-
AT3G51810	19214722	+
AT3G51820	19219128	-
AT3G51830	19220116	+
AT3G51840	19229341	-
AT3G51850	19232358	+
AT3G51860	19239305	+
AT3G51870	19243902	+
AT3G51880	19249165	-
AT3G51890	19251112	-
AT3G51895	19255922	-
AT3G51910	19265141	+
AT3G51920	19269658	-
AT3G51930	19271347	+
AT3G51940	19275338	-
AT3G51950	19281393	-
AT3G51960	19284192	-
AT3G51970	19284339	+
AT3G51980	19287552	-
AT3G51990	19287757	+
AT3G52000	19293010	+
AT3G52010	19296183	+
AT3G52020	19299309	+
AT3G52030	19301778	+
AT3G52040	19304861	-
AT3G52050	19304886	+
AT3G52060	19312281	-
AT3G52070	19312718	+
AT3G52072	19314685	-
AT3G52075	19313420	-
AT3G52080	19314966	+
AT3G52090	19319123	-
AT3G52100	19319223	+
AT3G52105	19323158	+
AT3G52110	19325895	-
AT3G52115	19326035	+
AT3G52120	19328490	+
AT3G52130	19332597	-
AT3G52140	19332828	+
AT3G52150	19342014	+
AT3G52155	19343537	+
AT3G52160	19346668	-
AT3G52170	19349555	-
AT3G52180	19353728	-
AT3G52190	19357261	-
AT3G52200	19360129	+
AT3G52210	19366984	+
AT3G52220	19371074	-
AT3G52230	19371135	+
AT3G52240	19375960	-
AT3G52250	19376138	+
AT3G52260	19386553	-
AT3G52270	19388944	-
AT3G52280	19391383	-
AT3G52285	19392745	-
AT3G52290	19393768	+
AT3G52300	19396424	+
AT3G52310	19399188	+
AT3G52320	19404192	-
AT3G52330	19406207	-
AT3G52340	19406853	+
AT3G52345	19409439	-
AT3G52350	19410148	-
AT3G52360	19412019	+
AT3G52370	19417372	+
AT3G52380	19421397	+
AT3G52390	19425257	-
AT3G52400	19427230	-
AT3G52410	19428300	+
AT3G52420	19429686	+
AT3G52430	19431095	+
AT3G52440	19435122	+
AT3G52450	19442427	-
AT3G52460	19446637	+
AT3G52470	19450506	+
AT3G52480	19453212	-
AT3G52490	19459203	-
AT3G52500	19467455	-
AT3G52510	19470813	-
AT3G52520	19473339	+
AT3G52525	19474945	+
AT3G52526	19484338	+
AT3G52527	19478451	-
AT3G52530	19486130	-
AT3G52535	19487129	+
AT3G52540	19489850	-
AT3G52550	19492987	-
AT3G52560	19496147	-
AT3G52561	19497650	-
AT3G52565	19500988	+
AT3G52570	19501130	+
AT3G52580	19503153	+
AT3G52590	19505379	+
AT3G52600	19509360	-
AT3G52605	19511335	-
AT3G52610	19510446	+
AT3G52620	19513044	+
AT3G52630	19513937	+
AT3G52640	19520596	-
AT3G52660	19521654	+
AT3G52680	19526968	+
AT3G52690	19530736	+
AT3G52700	19538403	-
AT3G52705	19534238	-
AT3G52710	19534585	+
AT3G52720	19542286	-
AT3G52730	19544365	-
AT3G52740	19547171	-
AT3G52742	19549011	-
AT3G52748	19548972	+
AT3G52750	19553136	-
AT3G52760	19554858	-
AT3G52765	19555036	+
AT3G52770	19559323	-
AT3G52780	19564350	-
AT3G52790	19566492	-
AT3G52800	19569256	+
AT3G52810	19573733	-
AT3G52820	19577141	-
AT3G52830	19578005	+
AT3G52840	19581049	+
AT3G52850	19587756	+
AT3G52860	19592768	-
AT3G52870	19595834	-
AT3G52880	19604597	-
AT3G52890	19607897	+
AT3G52900	19613078	+
AT3G52905	19615754	-
AT3G52910	19618507	-
AT3G52920	19624278	+
AT3G52930	19629204	-
AT3G52940	19633328	-
AT3G52941	19633473	-
AT3G52950	19634331	+
AT3G52955	19637128	+
AT3G52960	19639549	+
AT3G52970	19643276	-
AT3G52980	19645660	+
AT3G52990	19648711	+
AT3G53000	19653910	+
AT3G53010	19658124	-
AT3G53020	19662025	-
AT3G53030	19662195	+
AT3G53040	19666497	-
AT3G53050	19669084	+
AT3G53060	19670166	+
AT3G53065	19672726	+
AT3G53070	19674533	+
AT3G53075	19676310	+
AT3G53080	19677938	+
AT3G53090	19679177	+
AT3G53100	19686984	-
AT3G53110	19687740	+
AT3G53120	19692578	-
AT3G53130	19692757	+
AT3G53140	19695643	+
AT3G53150	19699392	-
AT3G53160	19703976	-
AT3G53170	19706536	-
AT3G53180	19706820	+
AT3G53190	19713799	+
AT3G53200	19719507	-
AT3G53210	19720077	+
AT3G53220	19721937	+
AT3G53230	19723350	+
AT3G53232	19731519	-
AT3G53235	19734695	-
AT3G53240	19733766	+
AT3G53250	19742687	+
AT3G53260	19747114	-
AT3G53270	19753280	-
AT3G53280	19755689	+
AT3G53290	19758157	+
AT3G53294	19760108	-
AT3G53300	19760475	+
AT3G53305	19763618	+
AT3G53310	19768786	-
AT3G53320	19772453	-
AT3G53330	19772930	+
AT3G53340	19776289	-
AT3G53342	19777087	+
AT3G53350	19782750	-
AT3G53360	19783849	+
AT3G53365	19787255	+
AT3G53370	19788907	-
AT3G53380	19791695	-
AT3G53390	19792466	+
AT3G53400	19798107	+
AT3G53410	19802328	-
AT3G53420	19805730	-
AT3G53430	19810520	-
AT3G53440	19810655	+
AT3G53450	19815666	-
AT3G53460	19821519	-
AT3G53470	19822679	+
AT3G53480	19825267	+
AT3G53490	19832448	+
AT3G53500	19837088	-
AT3G53510	19839983	-
AT3G53520	19841374	+
AT3G53530	19845097	+
AT3G53540	19851045	-
AT3G53550	19856870	+
AT3G53560	19861178	-
AT3G53570	19864588	-
AT3G53580	19864631	+
AT3G53590	19872749	-
AT3G53600	19875375	+
AT3G53610	19878792	-
AT3G53611	19878542	+
AT3G53620	19880504	+
AT3G53630	19883787	+
AT3G53640	19888935	-
AT3G53650	19889297	+
AT3G53670	19890364	+
AT3G53680	19897955	-
AT3G53690	19900235	-
AT3G53700	19900240	+
AT3G53710	19905590	-
AT3G53720	19910226	-
AT3G53730	19913515	-
AT3G53740	19915066	-
AT3G53750	19915257	+
AT3G53760	19922512	-
AT3G53770	19923304	+
AT3G53775	19924377	+
AT3G53780	19927026	-
AT3G53790	19928478	+
AT3G53800	19930798	+
AT3G53810	19935392	-
AT3G53820	19938564	+
AT3G53830	19940499	+
AT3G53840	19945571	+
AT3G53850	19949346	-
AT3G53860	19951350	-
AT3G53870	19951424	+
AT3G53880	19953117	+
AT3G53890	19956449	-
AT3G53900	19959075	-
AT3G53910	19960446	-
AT3G53920	19963980	-
AT3G53930	19966149	+
AT3G53940	19973769	-
AT3G53950	19975339	+
AT3G53960	19981086	-
AT3G53965	19984941	+
AT3G53970	19985087	+
AT3G53980	19988463	-
AT3G53990	19991186	-
AT3G54000	19996177	+
AT3G54010	20000821	+
AT3G54020	20005616	+
AT3G54030	20010927	+
AT3G54040	20015653	-
AT3G54050	20016837	+
AT3G54060	20020926	-
AT3G54065	20022235	-
AT3G54070	20023603	-
AT3G54080	20025267	+
AT3G54085	20027991	-
AT3G54090	20028052	+
AT3G54100	20038200	-
AT3G54110	20038670	+
AT3G54120	20042340	-
AT3G54130	20044580	-
AT3G54140	20048745	-
AT3G54150	20052931	-
AT3G54160	20053020	+
AT3G54170	20056664	+
AT3G54180	20059671	+
AT3G54190	20064161	-
AT3G54200	20065607	+
AT3G54210	20068614	-
AT3G54220	20069987	+
AT3G54230	20073028	+
AT3G54240	20080856	+
AT3G54250	20084762	-
AT3G54260	20086967	-
AT3G54270	20089861	-
AT3G54280	20091852	+
AT3G54290	20106215	-
AT3G54300	20110883	-
AT3G54310	20112944	-
AT3G54320	20114488	+
AT3G54340	20121314	-
AT3G54350	20126981	-
AT3G54360	20131968	-
AT3G54363	20132535	-
AT3G54366	20132886	+
AT3G54380	20137007	-
AT3G54390	20139244	-
AT3G54400	20142763	-
AT3G54410	20144398	+
AT3G54420	20145905	+
AT3G54430	20148221	-
AT3G54440	20157199	-
AT3G54450	20158440	+
AT3G54460	20167293	-
AT3G54470	20170320	-
AT3G54480	20173530	-
AT3G54490	20173605	+
AT3G54500	20179070	-
AT3G54510	20180007	+
AT3G54520	20185202	-
AT3G54530	20187637	-
AT3G54540	20189794	+
AT3G54550	20194663	-
AT3G54560	20196140	+
AT3G54570	20199202	-
AT3G54580	20203919	-
AT3G54590	20206128	+
AT3G54600	20210792	+
AT3G54610	20213406	+
AT3G54620	20220497	-
AT3G54625	20220674	+
AT3G54630	20223028	-
AT3G54640	20225523	-
AT3G54650	20229214	-
AT3G54660	20233211	-
AT3G54670	20235506	+
AT3G54680	20244284	+
AT3G54690	20246504	+
AT3G54700	20250948	-
AT3G54710	20251812	+
AT3G54720	20257916	-
AT3G54730	20259003	+
AT3G54740	20262175	+
AT3G54750	20268885	-
AT3G54760	20272504	-
AT3G54770	20276016	-
AT3G54780	20278798	+
AT3G54790	20285290	-
AT3G54800	20286070	+
AT3G54810	20296130	+
AT3G54820	20301759	+
AT3G54823	20309796	-
AT3G54826	20310269	+
AT3G54830	20315887	-
AT3G54840	20318412	+
AT3G54850	20321353	+
AT3G54860	20330030	-
AT3G54870	20330680	+
AT3G54880	20338598	-
AT3G54890	20341176	-
AT3G54900	20342464	-
AT3G54910	20345594	-
AT3G54920	20344785	+
AT3G54925	20349980	-
AT3G54930	20353007	-
AT3G54940	20354351	+
AT3G54950	20361560	-
AT3G54960	20366874	-
AT3G54970	20370131	-
AT3G54980	20370205	+
AT3G54990	20376522	-
AT3G55000	20381460	+
AT3G55005	20383896	+
AT3G55010	20386597	+
AT3G55020	20394987	-
AT3G55030	20396597	+
AT3G55040	20400346	-
AT3G55050	20402585	-
AT3G55060	20407103	-
AT3G55070	20408274	+
AT3G55080	20416043	-
AT3G55090	20418910	-
AT3G55100	20423114	-
AT3G55110	20427384	-
AT3G55120	20431597	-
AT3G55130	20436453	-
AT3G55140	20438627	+
AT3G55150	20442650	-
AT3G55160	20452626	-
AT3G55170	20454530	-
AT3G55180	20454746	+
AT3G55190	20457919	+
AT3G55200	20460329	+
AT3G55210	20465095	+
AT3G55220	20471171	-
AT3G55230	20471787	+
AT3G55240	20475332	-
AT3G55250	20479121	+
AT3G55252	20481322	-
AT3G55254	20482813	-
AT3G55260	20489096	+
AT3G55270	20496081	+
AT3G55280	20500234	+
AT3G55290	20502443	+
AT3G55300	20504901	-
AT3G55310	20505743	+
AT3G55320	20513533	-
AT3G55330	20515392	-
AT3G55340	20515630	+
AT3G55350	20518266	+
AT3G55360	20523098	-
AT3G55370	20527063	+
AT3G55380	20531069	+
AT3G55390	20534412	+
AT3G55400	20539138	-
AT3G55410	20541269	+
AT3G55420	20547661	+
AT3G55430	20552215	-
AT3G55440	20553403	+
AT3G55450	20557644	+
AT3G55460	20560802	+
AT3G55470	20564081	+
AT3G55480	20571248	-
AT3G55485	20571434	+
AT3G55490	20573725	-
AT3G55500	20576249	-
AT3G55510	20578922	+
AT3G55513	20585420	-
AT3G55515	20590263	+
AT3G55520	20593661	+
AT3G55530	20597603	-
AT3G55540	20598218	+
AT3G55550	20602129	-
AT3G55560	20606650	-
AT3G55566	20608742	+
AT3G55570	20610671	-
AT3G55580	20612693	+
AT3G55590	20617049	+
AT3G55600	20620410	+
AT3G55605	20622607	+
AT3G55610	20629295	-
AT3G55620	20634057	+
AT3G55630	20636607	+
AT3G55640	20639647	+
AT3G55646	20644843	+
AT3G55650	20647085	+
AT3G55660	20651484	-
AT3G55665	20653670	+
AT3G55670	20659503	-
AT3G55672	20660960	+
AT3G55677	20663983	+
AT3G55680	20666315	-
AT3G55690	20666887	+
AT3G55700	20671115	+
AT3G55710	20673564	+
AT3G55720	20679664	+
AT3G55730	20684063	-
AT3G55735	20693686	+
AT3G55740	20695433	+
AT3G55750	20698431	+
AT3G55760	20700314	+
AT3G55770	20703171	+
AT3G55780	20705577	+
